dt,AverageTemperature,AverageTemperatureUncertainty,Country,years
1970-02-01,12.743,0.371,Tunisia,1970
1970-03-01,15.177,0.271,Tunisia,1970
1970-04-01,17.919,0.457,Tunisia,1970
1970-05-01,21.413,0.278,Tunisia,1970
1970-06-01,27.467,0.348,Tunisia,1970
1970-07-01,28.7,0.357,Tunisia,1970
1970-08-01,30.511,0.5710000000000001,Tunisia,1970
1970-09-01,26.455,0.5770000000000001,Tunisia,1970
1970-10-01,20.174000000000003,0.416,Tunisia,1970
1970-11-01,15.768,0.588,Tunisia,1970
1970-12-01,12.128,0.257,Tunisia,1970
1971-01-01,10.701,0.269,Tunisia,1971
1971-02-01,11.574000000000002,0.294,Tunisia,1971
1971-03-01,13.845,0.152,Tunisia,1971
1971-04-01,19.432,0.308,Tunisia,1971
1971-05-01,22.804,0.239,Tunisia,1971
1971-06-01,27.312,0.42,Tunisia,1971
1971-07-01,29.348000000000003,0.179,Tunisia,1971
1971-08-01,30.528,0.315,Tunisia,1971
1971-09-01,26.051,0.219,Tunisia,1971
1971-10-01,19.862,0.185,Tunisia,1971
1971-11-01,14.25,0.233,Tunisia,1971
1971-12-01,11.154000000000002,0.317,Tunisia,1971
1972-01-01,10.541,0.291,Tunisia,1972
1972-02-01,13.12,0.237,Tunisia,1972
1972-03-01,15.853,0.222,Tunisia,1972
1972-04-01,17.297,0.161,Tunisia,1972
1972-05-01,21.131,0.407,Tunisia,1972
1972-06-01,27.419,0.379,Tunisia,1972
1972-07-01,29.329,0.283,Tunisia,1972
1972-08-01,28.455,0.328,Tunisia,1972
1972-09-01,26.397,0.3229999999999999,Tunisia,1972
1972-10-01,19.98,0.347,Tunisia,1972
1972-11-01,16.368,0.227,Tunisia,1972
1972-12-01,11.130999999999998,0.404,Tunisia,1972
1973-01-01,10.368,0.321,Tunisia,1973
1973-02-01,10.762,0.272,Tunisia,1973
1973-03-01,13.214,0.308,Tunisia,1973
1973-04-01,17.086000000000002,0.279,Tunisia,1973
1973-05-01,24.157,0.5529999999999999,Tunisia,1973
1973-06-01,27.81600000000001,0.247,Tunisia,1973
1973-07-01,31.331,0.769,Tunisia,1973
1973-08-01,29.3,0.257,Tunisia,1973
1973-09-01,26.969,0.229,Tunisia,1973
1973-10-01,22.19100000000001,0.483,Tunisia,1973
1973-11-01,15.01,0.598,Tunisia,1973
1973-12-01,11.462,0.315,Tunisia,1973
1974-01-01,11.396,0.25,Tunisia,1974
1974-02-01,12.188,0.311,Tunisia,1974
1974-03-01,15.349,0.186,Tunisia,1974
1974-04-01,17.599,0.325,Tunisia,1974
1974-05-01,23.718000000000004,0.447,Tunisia,1974
1974-06-01,27.811,0.302,Tunisia,1974
1974-07-01,28.383000000000003,0.296,Tunisia,1974
1974-08-01,28.659,0.233,Tunisia,1974
1974-09-01,26.311,0.307,Tunisia,1974
1974-10-01,19.464,0.254,Tunisia,1974
1974-11-01,14.084,0.4270000000000001,Tunisia,1974
1974-12-01,11.126,0.504,Tunisia,1974
1975-01-01,10.585,0.316,Tunisia,1975
1975-02-01,11.619000000000002,0.417,Tunisia,1975
1975-03-01,14.607,0.237,Tunisia,1975
1975-04-01,17.772000000000006,0.198,Tunisia,1975
1975-05-01,22.448,0.212,Tunisia,1975
1975-06-01,26.215,0.352,Tunisia,1975
1975-07-01,29.384,0.375,Tunisia,1975
1975-08-01,29.087,0.5820000000000001,Tunisia,1975
1975-09-01,27.445,0.342,Tunisia,1975
1975-10-01,20.486,0.321,Tunisia,1975
1975-11-01,14.924,0.389,Tunisia,1975
1975-12-01,12.361,0.268,Tunisia,1975
1976-01-01,10.127,0.433,Tunisia,1976
1976-02-01,11.538,0.335,Tunisia,1976
1976-03-01,13.315,0.455,Tunisia,1976
1976-04-01,17.405,0.226,Tunisia,1976
1976-05-01,21.892,0.627,Tunisia,1976
1976-06-01,26.053,0.3229999999999999,Tunisia,1976
1976-07-01,29.423,0.479,Tunisia,1976
1976-08-01,29.175,0.282,Tunisia,1976
1976-09-01,25.658,0.228,Tunisia,1976
1976-10-01,21.042,0.374,Tunisia,1976
1976-11-01,13.907,0.205,Tunisia,1976
1976-12-01,12.396,0.346,Tunisia,1976
1977-01-01,12.205,0.257,Tunisia,1977
1977-02-01,14.839,0.295,Tunisia,1977
1977-03-01,16.758,0.194,Tunisia,1977
1977-04-01,18.596,0.1639999999999999,Tunisia,1977
1977-05-01,22.984,0.205,Tunisia,1977
1977-06-01,26.435,0.384,Tunisia,1977
1977-07-01,30.908,0.513,Tunisia,1977
1977-08-01,29.623,0.375,Tunisia,1977
1977-09-01,25.125,0.172,Tunisia,1977
1977-10-01,21.32,0.243,Tunisia,1977
1977-11-01,16.631,0.226,Tunisia,1977
1977-12-01,12.14,0.299,Tunisia,1977
1978-01-01,9.991,0.417,Tunisia,1978
1978-02-01,14.454,0.292,Tunisia,1978
1978-03-01,15.083,0.299,Tunisia,1978
1978-04-01,18.49,0.245,Tunisia,1978
1978-05-01,22.554,0.209,Tunisia,1978
1978-06-01,26.933000000000003,0.41,Tunisia,1978
1978-07-01,28.664,0.448,Tunisia,1978
1978-08-01,29.122,0.27,Tunisia,1978
1978-09-01,25.367,0.214,Tunisia,1978
1978-10-01,18.854000000000006,0.638,Tunisia,1978
1978-11-01,14.16,0.411,Tunisia,1978
1978-12-01,13.64,0.433,Tunisia,1978
1979-01-01,13.187,0.311,Tunisia,1979
1979-02-01,13.713,0.345,Tunisia,1979
1979-03-01,16.022000000000002,0.216,Tunisia,1979
1979-04-01,16.887999999999998,0.297,Tunisia,1979
1979-05-01,21.831,0.438,Tunisia,1979
1979-06-01,27.655,0.312,Tunisia,1979
1979-07-01,29.498,0.239,Tunisia,1979
1979-08-01,29.93,0.375,Tunisia,1979
1979-09-01,25.177,0.288,Tunisia,1979
1979-10-01,22.294,0.216,Tunisia,1979
1979-11-01,14.015999999999998,0.197,Tunisia,1979
1979-12-01,11.907,0.296,Tunisia,1979
1980-01-01,10.655,0.262,Tunisia,1980
1980-02-01,12.655,0.248,Tunisia,1980
1980-03-01,14.979,0.287,Tunisia,1980
1980-04-01,16.688000000000002,0.36,Tunisia,1980
1980-05-01,21.376,0.201,Tunisia,1980
1980-06-01,26.83,0.358,Tunisia,1980
1980-07-01,28.339,0.365,Tunisia,1980
1980-08-01,29.471,0.292,Tunisia,1980
1980-09-01,26.439,0.094,Tunisia,1980
1980-10-01,20.391,0.289,Tunisia,1980
1980-11-01,16.675,0.255,Tunisia,1980
1980-12-01,9.455,0.349,Tunisia,1980
1981-01-01,8.669,0.385,Tunisia,1981
1981-02-01,11.288,0.269,Tunisia,1981
1981-03-01,17.146,0.183,Tunisia,1981
1981-04-01,19.888,0.349,Tunisia,1981
1981-05-01,23.431,0.4370000000000001,Tunisia,1981
1981-06-01,27.551,0.362,Tunisia,1981
1981-07-01,28.765,0.411,Tunisia,1981
1981-08-01,28.927,0.256,Tunisia,1981
1981-09-01,26.826,0.183,Tunisia,1981
1981-10-01,22.609,0.266,Tunisia,1981
1981-11-01,14.848,0.4370000000000001,Tunisia,1981
1981-12-01,13.255999999999998,0.481,Tunisia,1981
1982-01-01,12.15,0.275,Tunisia,1982
1982-02-01,12.454,0.291,Tunisia,1982
1982-03-01,14.713,0.204,Tunisia,1982
1982-04-01,17.877000000000006,0.147,Tunisia,1982
1982-05-01,22.233,0.3,Tunisia,1982
1982-06-01,29.204,0.536,Tunisia,1982
1982-07-01,32.023,0.481,Tunisia,1982
1982-08-01,30.521,0.168,Tunisia,1982
1982-09-01,27.213,0.224,Tunisia,1982
1982-10-01,21.996,0.266,Tunisia,1982
1982-11-01,15.533,0.51,Tunisia,1982
1982-12-01,10.171,0.47,Tunisia,1982
1983-01-01,9.578,0.441,Tunisia,1983
1983-02-01,11.758,0.301,Tunisia,1983
1983-03-01,14.795,0.205,Tunisia,1983
1983-04-01,19.469,0.412,Tunisia,1983
1983-05-01,23.367,0.426,Tunisia,1983
1983-06-01,26.949,0.409,Tunisia,1983
1983-07-01,30.763,0.364,Tunisia,1983
1983-08-01,30.601,0.238,Tunisia,1983
1983-09-01,26.457,0.263,Tunisia,1983
1983-10-01,21.001,0.317,Tunisia,1983
1983-11-01,17.375999999999998,0.282,Tunisia,1983
1983-12-01,11.212,0.387,Tunisia,1983
1984-01-01,10.713,0.197,Tunisia,1984
1984-02-01,11.324000000000002,0.287,Tunisia,1984
1984-03-01,14.428,0.338,Tunisia,1984
1984-04-01,18.407,0.278,Tunisia,1984
1984-05-01,23.259,0.33,Tunisia,1984
1984-06-01,26.554,0.395,Tunisia,1984
1984-07-01,29.418000000000003,0.413,Tunisia,1984
1984-08-01,29.59,0.42,Tunisia,1984
1984-09-01,26.282,0.232,Tunisia,1984
1984-10-01,20.10100000000001,0.55,Tunisia,1984
1984-11-01,16.762999999999998,0.251,Tunisia,1984
1984-12-01,11.155,0.448,Tunisia,1984
1985-01-01,9.796,0.326,Tunisia,1985
1985-02-01,14.538,0.277,Tunisia,1985
1985-03-01,14.302,0.155,Tunisia,1985
1985-04-01,19.047,0.319,Tunisia,1985
1985-05-01,22.863000000000003,0.336,Tunisia,1985
1985-06-01,28.386000000000006,0.685,Tunisia,1985
1985-07-01,30.64,0.337,Tunisia,1985
1985-08-01,29.518,0.241,Tunisia,1985
1985-09-01,25.785,0.286,Tunisia,1985
1985-10-01,21.057,0.301,Tunisia,1985
1985-11-01,17.65,0.307,Tunisia,1985
1985-12-01,12.255,0.4920000000000001,Tunisia,1985
1986-01-01,10.842,0.412,Tunisia,1986
1986-02-01,12.907,0.598,Tunisia,1986
1986-03-01,14.908,0.509,Tunisia,1986
1986-04-01,18.716,0.203,Tunisia,1986
1986-05-01,23.844,0.392,Tunisia,1986
1986-06-01,26.838,0.347,Tunisia,1986
1986-07-01,29.649,0.35,Tunisia,1986
1986-08-01,30.821,0.26,Tunisia,1986
1986-09-01,26.73,0.251,Tunisia,1986
1986-10-01,22.125,0.331,Tunisia,1986
1986-11-01,15.242,0.461,Tunisia,1986
1986-12-01,10.691,0.34,Tunisia,1986
1987-01-01,10.329,0.361,Tunisia,1987
1987-02-01,12.707,0.411,Tunisia,1987
1987-03-01,13.996,0.189,Tunisia,1987
1987-04-01,18.738,0.294,Tunisia,1987
1987-05-01,21.721,0.172,Tunisia,1987
1987-06-01,27.809,0.4320000000000001,Tunisia,1987
1987-07-01,31.101,0.345,Tunisia,1987
1987-08-01,31.3,0.333,Tunisia,1987
1987-09-01,28.289,0.298,Tunisia,1987
1987-10-01,23.743,0.264,Tunisia,1987
1987-11-01,16.029,0.357,Tunisia,1987
1987-12-01,13.879,0.281,Tunisia,1987
1988-01-01,12.267,0.295,Tunisia,1988
1988-02-01,12.720999999999998,0.26,Tunisia,1988
1988-03-01,15.488,0.32,Tunisia,1988
1988-04-01,19.661,0.405,Tunisia,1988
1988-05-01,25.518,0.3670000000000001,Tunisia,1988
1988-06-01,27.661,0.478,Tunisia,1988
1988-07-01,31.364,0.358,Tunisia,1988
1988-08-01,30.532,0.303,Tunisia,1988
1988-09-01,25.843000000000004,0.206,Tunisia,1988
1988-10-01,23.247,0.196,Tunisia,1988
1988-11-01,16.533,0.228,Tunisia,1988
1988-12-01,10.316,0.355,Tunisia,1988
1989-01-01,10.204,0.449,Tunisia,1989
1989-02-01,12.306,0.233,Tunisia,1989
1989-03-01,16.242,0.258,Tunisia,1989
1989-04-01,19.284,0.315,Tunisia,1989
1989-05-01,22.683000000000003,0.172,Tunisia,1989
1989-06-01,26.735000000000007,0.207,Tunisia,1989
1989-07-01,29.855,0.24,Tunisia,1989
1989-08-01,30.838,0.421,Tunisia,1989
1989-09-01,27.785,0.337,Tunisia,1989
1989-10-01,21.067,0.288,Tunisia,1989
1989-11-01,17.485,0.386,Tunisia,1989
1989-12-01,14.473,0.27,Tunisia,1989
1990-01-01,11.497,0.265,Tunisia,1990
1990-02-01,14.492,0.155,Tunisia,1990
1990-03-01,15.68,0.313,Tunisia,1990
1990-04-01,18.677,0.226,Tunisia,1990
1990-05-01,22.854,0.224,Tunisia,1990
1990-06-01,28.647,0.453,Tunisia,1990
1990-07-01,29.613000000000003,0.289,Tunisia,1990
1990-08-01,28.718000000000004,0.25,Tunisia,1990
1990-09-01,29.196,0.377,Tunisia,1990
1990-10-01,24.778,0.462,Tunisia,1990
1990-11-01,16.649,0.337,Tunisia,1990
1990-12-01,10.347,0.369,Tunisia,1990
1991-01-01,10.300999999999998,0.277,Tunisia,1991
1991-02-01,11.755,0.196,Tunisia,1991
1991-03-01,16.844,0.233,Tunisia,1991
1991-04-01,16.909000000000002,0.186,Tunisia,1991
1991-05-01,20.359,0.315,Tunisia,1991
1991-06-01,26.509,0.17,Tunisia,1991
1991-07-01,30.103,0.363,Tunisia,1991
1991-08-01,29.913,0.192,Tunisia,1991
1991-09-01,27.592,0.231,Tunisia,1991
1991-10-01,22.578000000000007,0.295,Tunisia,1991
1991-11-01,15.817,0.262,Tunisia,1991
1991-12-01,10.417,0.393,Tunisia,1991
1992-01-01,9.671,0.374,Tunisia,1992
1992-02-01,11.737,0.331,Tunisia,1992
1992-03-01,14.890999999999998,0.224,Tunisia,1992
1992-04-01,17.865000000000006,0.256,Tunisia,1992
1992-05-01,21.948,0.143,Tunisia,1992
1992-06-01,26.5,0.44,Tunisia,1992
1992-07-01,28.253,0.326,Tunisia,1992
1992-08-01,30.193,0.252,Tunisia,1992
1992-09-01,26.902,0.187,Tunisia,1992
1992-10-01,23.303,0.491,Tunisia,1992
1992-11-01,17.058,0.299,Tunisia,1992
1992-12-01,12.077,0.304,Tunisia,1992
1993-01-01,10.005,0.393,Tunisia,1993
1993-02-01,11.335,0.556,Tunisia,1993
1993-03-01,14.177,0.171,Tunisia,1993
1993-04-01,18.959,0.365,Tunisia,1993
1993-05-01,23.942,0.454,Tunisia,1993
1993-06-01,28.35100000000001,0.444,Tunisia,1993
1993-07-01,30.156,0.623,Tunisia,1993
1993-08-01,30.571,0.302,Tunisia,1993
1993-09-01,27.344,0.284,Tunisia,1993
1993-10-01,23.256,0.387,Tunisia,1993
1993-11-01,16.65,0.269,Tunisia,1993
1993-12-01,12.066,0.206,Tunisia,1993
1994-01-01,11.908,0.284,Tunisia,1994
1994-02-01,13.167,0.222,Tunisia,1994
1994-03-01,16.268,0.541,Tunisia,1994
1994-04-01,17.632,0.303,Tunisia,1994
1994-05-01,25.496,0.564,Tunisia,1994
1994-06-01,27.934,0.386,Tunisia,1994
1994-07-01,30.526,0.333,Tunisia,1994
1994-08-01,31.988000000000003,0.301,Tunisia,1994
1994-09-01,28.277,0.219,Tunisia,1994
1994-10-01,22.044,0.145,Tunisia,1994
1994-11-01,17.664,0.257,Tunisia,1994
1994-12-01,12.288,0.317,Tunisia,1994
1995-01-01,10.384,0.327,Tunisia,1995
1995-02-01,14.585,0.26,Tunisia,1995
1995-03-01,15.149,0.175,Tunisia,1995
1995-04-01,17.495,0.14,Tunisia,1995
1995-05-01,24.084,0.319,Tunisia,1995
1995-06-01,27.634,0.24,Tunisia,1995
1995-07-01,30.439,0.454,Tunisia,1995
1995-08-01,30.963,0.291,Tunisia,1995
1995-09-01,26.815,0.239,Tunisia,1995
1995-10-01,20.879,0.163,Tunisia,1995
1995-11-01,16.131,0.243,Tunisia,1995
1995-12-01,13.64,0.225,Tunisia,1995
1996-01-01,13.054,0.254,Tunisia,1996
1996-02-01,11.745,0.369,Tunisia,1996
1996-03-01,15.607,0.173,Tunisia,1996
1996-04-01,18.456,0.218,Tunisia,1996
1996-05-01,23.397,0.152,Tunisia,1996
1996-06-01,26.181,0.419,Tunisia,1996
1996-07-01,29.814,0.288,Tunisia,1996
1996-08-01,31.371,0.413,Tunisia,1996
1996-09-01,26.392,0.163,Tunisia,1996
1996-10-01,20.16,0.146,Tunisia,1996
1996-11-01,16.578,0.236,Tunisia,1996
1996-12-01,13.575,0.238,Tunisia,1996
1997-01-01,12.771,0.304,Tunisia,1997
1997-02-01,13.64,0.203,Tunisia,1997
1997-03-01,14.704,0.216,Tunisia,1997
1997-04-01,17.819000000000006,0.223,Tunisia,1997
1997-05-01,24.372,0.439,Tunisia,1997
1997-06-01,30.314,0.342,Tunisia,1997
1997-07-01,31.263,0.329,Tunisia,1997
1997-08-01,30.323,0.201,Tunisia,1997
1997-09-01,26.371,0.348,Tunisia,1997
1997-10-01,22.163,0.302,Tunisia,1997
1997-11-01,16.614,0.187,Tunisia,1997
1997-12-01,12.654000000000002,0.245,Tunisia,1997
1998-01-01,11.411,0.273,Tunisia,1998
1998-02-01,13.222,0.325,Tunisia,1998
1998-03-01,14.949000000000002,0.135,Tunisia,1998
1998-04-01,20.31600000000001,0.228,Tunisia,1998
1998-05-01,23.225,0.327,Tunisia,1998
1998-06-01,28.979000000000006,0.226,Tunisia,1998
1998-07-01,30.93,0.231,Tunisia,1998
1998-08-01,30.601,0.176,Tunisia,1998
1998-09-01,28.306,0.314,Tunisia,1998
1998-10-01,21.153,0.17,Tunisia,1998
1998-11-01,15.214,0.23,Tunisia,1998
1998-12-01,10.83,0.197,Tunisia,1998
1999-01-01,11.406,0.232,Tunisia,1999
1999-02-01,11.005,0.387,Tunisia,1999
1999-03-01,15.93,0.441,Tunisia,1999
1999-04-01,19.789,0.151,Tunisia,1999
1999-05-01,26.3,0.351,Tunisia,1999
1999-06-01,30.271,0.259,Tunisia,1999
1999-07-01,30.741,0.412,Tunisia,1999
1999-08-01,33.108000000000004,0.511,Tunisia,1999
1999-09-01,28.86,0.197,Tunisia,1999
1999-10-01,24.391,0.272,Tunisia,1999
1999-11-01,16.669,0.139,Tunisia,1999
1999-12-01,11.413,0.285,Tunisia,1999
2000-01-01,9.445,0.285,Tunisia,2000
2000-02-01,12.513,0.292,Tunisia,2000
2000-03-01,16.554000000000002,0.254,Tunisia,2000
2000-04-01,20.739,0.128,Tunisia,2000
2000-05-01,25.405,0.192,Tunisia,2000
2000-06-01,27.56,0.381,Tunisia,2000
2000-07-01,30.937,0.285,Tunisia,2000
2000-08-01,30.717,0.299,Tunisia,2000
2000-09-01,27.485,0.136,Tunisia,2000
2000-10-01,21.247000000000003,0.24,Tunisia,2000
2000-11-01,17.489,0.142,Tunisia,2000
2000-12-01,13.595,0.234,Tunisia,2000
2001-01-01,12.214,0.283,Tunisia,2001
2001-02-01,12.717,0.295,Tunisia,2001
2001-03-01,19.695,0.4,Tunisia,2001
2001-04-01,19.011,0.21,Tunisia,2001
2001-05-01,24.263,0.193,Tunisia,2001
2001-06-01,28.622,0.1689999999999999,Tunisia,2001
2001-07-01,31.835,0.237,Tunisia,2001
2001-08-01,30.645,0.241,Tunisia,2001
2001-09-01,27.806,0.257,Tunisia,2001
2001-10-01,24.906,0.168,Tunisia,2001
2001-11-01,17.3,0.329,Tunisia,2001
2001-12-01,11.401,0.222,Tunisia,2001
2002-01-01,10.553,0.238,Tunisia,2002
2002-02-01,13.667,0.246,Tunisia,2002
2002-03-01,17.328,0.187,Tunisia,2002
2002-04-01,19.657,0.18,Tunisia,2002
2002-05-01,24.108,0.249,Tunisia,2002
2002-06-01,28.76,0.26,Tunisia,2002
2002-07-01,31.167,0.403,Tunisia,2002
2002-08-01,30.698,0.216,Tunisia,2002
2002-09-01,27.13,0.211,Tunisia,2002
2002-10-01,22.395000000000003,0.252,Tunisia,2002
2002-11-01,17.282,0.21,Tunisia,2002
2002-12-01,13.196,0.185,Tunisia,2002
2003-01-01,11.794,0.295,Tunisia,2003
2003-02-01,11.152,0.339,Tunisia,2003
2003-03-01,14.901,0.287,Tunisia,2003
2003-04-01,19.321,0.257,Tunisia,2003
2003-05-01,24.42,0.183,Tunisia,2003
2003-06-01,29.555,0.468,Tunisia,2003
2003-07-01,33.352000000000004,0.285,Tunisia,2003
2003-08-01,32.144,0.278,Tunisia,2003
2003-09-01,27.584,0.294,Tunisia,2003
2003-10-01,24.508000000000006,0.42,Tunisia,2003
2003-11-01,17.484,0.215,Tunisia,2003
2003-12-01,11.515999999999998,0.261,Tunisia,2003
2004-01-01,11.364,0.278,Tunisia,2004
2004-02-01,14.001,0.244,Tunisia,2004
2004-03-01,16.086000000000002,0.306,Tunisia,2004
2004-04-01,19.139000000000006,0.279,Tunisia,2004
2004-05-01,22.018,0.202,Tunisia,2004
2004-06-01,27.647,0.374,Tunisia,2004
2004-07-01,30.296,0.317,Tunisia,2004
2004-08-01,31.471,0.252,Tunisia,2004
2004-09-01,26.369,0.112,Tunisia,2004
2004-10-01,24.57,0.366,Tunisia,2004
2004-11-01,15.692,0.243,Tunisia,2004
2004-12-01,12.688,0.312,Tunisia,2004
2005-01-01,9.571000000000002,0.298,Tunisia,2005
2005-02-01,10.65,0.297,Tunisia,2005
2005-03-01,16.319000000000003,0.275,Tunisia,2005
2005-04-01,19.211,0.118,Tunisia,2005
2005-05-01,25.117,0.179,Tunisia,2005
2005-06-01,28.31,0.271,Tunisia,2005
2005-07-01,32.022,0.3229999999999999,Tunisia,2005
2005-08-01,30.465,0.186,Tunisia,2005
2005-09-01,27.112,0.148,Tunisia,2005
2005-10-01,23.126,0.24,Tunisia,2005
2005-11-01,17.314,0.166,Tunisia,2005
2005-12-01,10.932,0.204,Tunisia,2005
2006-01-01,9.589,0.202,Tunisia,2006
2006-02-01,11.946,0.268,Tunisia,2006
2006-03-01,16.750999999999998,0.4370000000000001,Tunisia,2006
2006-04-01,21.352,0.295,Tunisia,2006
2006-05-01,25.493,0.359,Tunisia,2006
2006-06-01,28.824,0.334,Tunisia,2006
2006-07-01,31.102,0.34,Tunisia,2006
2006-08-01,30.913,0.231,Tunisia,2006
2006-09-01,26.532,0.224,Tunisia,2006
2006-10-01,23.421000000000006,0.184,Tunisia,2006
2006-11-01,17.02,0.226,Tunisia,2006
2006-12-01,12.777,0.194,Tunisia,2006
2007-01-01,12.822,0.395,Tunisia,2007
2007-02-01,14.259,0.352,Tunisia,2007
2007-03-01,15.287,0.266,Tunisia,2007
2007-04-01,19.092,0.381,Tunisia,2007
2007-05-01,24.198,0.324,Tunisia,2007
2007-06-01,29.434,0.418,Tunisia,2007
2007-07-01,30.145,0.443,Tunisia,2007
2007-08-01,31.116,0.241,Tunisia,2007
2007-09-01,27.588,0.303,Tunisia,2007
2007-10-01,22.292,0.223,Tunisia,2007
2007-11-01,16.045,0.205,Tunisia,2007
2007-12-01,11.578,0.286,Tunisia,2007
2008-01-01,11.519,0.198,Tunisia,2008
2008-02-01,12.853,0.238,Tunisia,2008
2008-03-01,16.445,0.251,Tunisia,2008
2008-04-01,20.373,0.277,Tunisia,2008
2008-05-01,24.934,0.389,Tunisia,2008
2008-06-01,27.582,0.423,Tunisia,2008
2008-07-01,31.932,0.314,Tunisia,2008
2008-08-01,30.934,0.458,Tunisia,2008
2008-09-01,28.032,0.272,Tunisia,2008
2008-10-01,22.522,0.175,Tunisia,2008
2008-11-01,16.129,0.188,Tunisia,2008
2008-12-01,11.2,0.222,Tunisia,2008
2009-01-01,11.69,0.271,Tunisia,2009
2009-02-01,12.015,0.358,Tunisia,2009
2009-03-01,15.577,0.155,Tunisia,2009
2009-04-01,18.245,0.271,Tunisia,2009
2009-05-01,23.701,0.254,Tunisia,2009
2009-06-01,28.794,0.277,Tunisia,2009
2009-07-01,32.141,0.304,Tunisia,2009
2009-08-01,31.679,0.358,Tunisia,2009
2009-09-01,26.595,0.278,Tunisia,2009
2009-10-01,21.379,0.21,Tunisia,2009
2009-11-01,16.782,0.463,Tunisia,2009
2009-12-01,14.512,0.5,Tunisia,2009
2010-01-01,12.757,0.342,Tunisia,2010
2010-02-01,15.529000000000002,0.453,Tunisia,2010
2010-03-01,17.672,0.301,Tunisia,2010
2010-04-01,20.12,0.386,Tunisia,2010
2010-05-01,23.482,0.348,Tunisia,2010
2010-06-01,28.369,0.355,Tunisia,2010
2010-07-01,31.37,0.442,Tunisia,2010
2010-08-01,31.047,0.409,Tunisia,2010
2010-09-01,26.826,0.208,Tunisia,2010
2010-10-01,21.911,0.252,Tunisia,2010
2010-11-01,16.942999999999998,0.438,Tunisia,2010
2010-12-01,13.291,0.463,Tunisia,2010
2011-01-01,12.075,0.53,Tunisia,2011
2011-02-01,11.981,0.235,Tunisia,2011
2011-03-01,15.432,0.297,Tunisia,2011
2011-04-01,20.392,0.329,Tunisia,2011
2011-05-01,23.078000000000003,0.377,Tunisia,2011
2011-06-01,27.381,0.524,Tunisia,2011
2011-07-01,31.478,0.361,Tunisia,2011
2011-08-01,30.75,0.341,Tunisia,2011
2011-09-01,28.456,0.25,Tunisia,2011
2011-10-01,21.024,0.251,Tunisia,2011
2011-11-01,17.340999999999998,0.348,Tunisia,2011
2011-12-01,12.550999999999998,0.343,Tunisia,2011
2012-01-01,10.832,0.361,Tunisia,2012
2012-02-01,9.754,0.1689999999999999,Tunisia,2012
2012-03-01,15.195,0.201,Tunisia,2012
2012-04-01,20.132,0.274,Tunisia,2012
2012-05-01,24.083,0.405,Tunisia,2012
2012-06-01,30.116,0.519,Tunisia,2012
2012-07-01,32.394,0.498,Tunisia,2012
2012-08-01,31.986,0.7090000000000001,Tunisia,2012
2012-09-01,27.892,0.402,Tunisia,2012
2012-10-01,24.072000000000006,0.307,Tunisia,2012
2012-11-01,18.831,0.315,Tunisia,2012
2012-12-01,12.463,0.393,Tunisia,2012
2013-01-01,12.004,0.4,Tunisia,2013
2013-02-01,11.817,0.271,Tunisia,2013
2013-03-01,17.582,0.551,Tunisia,2013
2013-04-01,20.383000000000006,0.746,Tunisia,2013
2013-05-01,24.268,0.336,Tunisia,2013
2013-06-01,27.488000000000003,0.947,Tunisia,2013
2013-07-01,31.156,0.753,Tunisia,2013
2013-08-01,30.399,0.795,Tunisia,2013
