dt,AverageTemperature,AverageTemperatureUncertainty,Country,years
1923-08-01,28.891,0.861,Tunisia,1923
1923-09-01,25.354,0.524,Tunisia,1923
1923-10-01,22.346,1.297,Tunisia,1923
1923-11-01,16.992,0.595,Tunisia,1923
1923-12-01,10.416,0.6509999999999999,Tunisia,1923
1924-01-01,9.927,0.5529999999999999,Tunisia,1924
1924-02-01,12.130999999999998,0.79,Tunisia,1924
1924-03-01,15.485,0.555,Tunisia,1924
1924-04-01,18.904,0.725,Tunisia,1924
1924-05-01,24.719,0.903,Tunisia,1924
1924-06-01,27.546000000000006,0.368,Tunisia,1924
1924-07-01,29.763,0.588,Tunisia,1924
1924-08-01,29.798,0.633,Tunisia,1924
1924-09-01,28.828000000000003,0.696,Tunisia,1924
1924-10-01,21.789,0.637,Tunisia,1924
1924-11-01,15.835,0.517,Tunisia,1924
1924-12-01,11.664,0.938,Tunisia,1924
1925-01-01,10.009,1.539,Tunisia,1925
1925-02-01,12.577,0.687,Tunisia,1925
1925-03-01,13.552,0.861,Tunisia,1925
1925-04-01,18.59800000000001,0.711,Tunisia,1925
1925-05-01,21.631,1.155,Tunisia,1925
1925-06-01,27.554,0.7290000000000001,Tunisia,1925
1925-07-01,29.401,0.7020000000000001,Tunisia,1925
1925-08-01,29.426,0.516,Tunisia,1925
1925-09-01,26.589,0.505,Tunisia,1925
1925-10-01,19.782000000000004,0.971,Tunisia,1925
1925-11-01,16.035,0.581,Tunisia,1925
1925-12-01,12.696,0.296,Tunisia,1925
1926-01-01,12.102,0.346,Tunisia,1926
1926-02-01,13.751,0.482,Tunisia,1926
1926-03-01,15.640999999999998,0.403,Tunisia,1926
1926-04-01,19.093,0.674,Tunisia,1926
1926-05-01,22.325,0.659,Tunisia,1926
1926-06-01,26.587,0.698,Tunisia,1926
1926-07-01,28.694000000000003,0.362,Tunisia,1926
1926-08-01,27.989,0.394,Tunisia,1926
1926-09-01,26.575,0.8809999999999999,Tunisia,1926
1926-10-01,23.303,0.758,Tunisia,1926
1926-11-01,18.251,0.56,Tunisia,1926
1926-12-01,10.699000000000002,0.5770000000000001,Tunisia,1926
1927-01-01,9.992,0.5579999999999999,Tunisia,1927
1927-02-01,11.576,0.568,Tunisia,1927
1927-03-01,15.553,0.48,Tunisia,1927
1927-04-01,18.536,0.309,Tunisia,1927
1927-05-01,23.962,0.319,Tunisia,1927
1927-06-01,28.456000000000003,0.404,Tunisia,1927
1927-07-01,30.867,0.5870000000000001,Tunisia,1927
1927-08-01,30.029,0.428,Tunisia,1927
1927-09-01,27.524,0.4270000000000001,Tunisia,1927
1927-10-01,20.481,0.464,Tunisia,1927
1927-11-01,17.741,0.495,Tunisia,1927
1927-12-01,13.007,0.777,Tunisia,1927
1928-01-01,10.661,0.408,Tunisia,1928
1928-02-01,11.989,0.358,Tunisia,1928
1928-03-01,15.044,0.413,Tunisia,1928
1928-04-01,19.859,0.624,Tunisia,1928
1928-05-01,21.741,0.263,Tunisia,1928
1928-06-01,27.114,0.5760000000000001,Tunisia,1928
1928-07-01,29.376,0.39,Tunisia,1928
1928-08-01,30.665,0.355,Tunisia,1928
1928-09-01,27.569000000000003,0.47,Tunisia,1928
1928-10-01,22.974000000000004,0.635,Tunisia,1928
1928-11-01,15.493,0.354,Tunisia,1928
1928-12-01,10.56,0.471,Tunisia,1928
1929-01-01,9.257,0.347,Tunisia,1929
1929-02-01,10.298,0.428,Tunisia,1929
1929-03-01,13.854,0.262,Tunisia,1929
1929-04-01,18.544,0.313,Tunisia,1929
1929-05-01,21.921,0.408,Tunisia,1929
1929-06-01,26.272,0.518,Tunisia,1929
1929-07-01,29.131,0.351,Tunisia,1929
1929-08-01,28.469,0.4320000000000001,Tunisia,1929
1929-09-01,26.119,0.388,Tunisia,1929
1929-10-01,20.341,0.62,Tunisia,1929
1929-11-01,15.189,0.454,Tunisia,1929
1929-12-01,12.034,0.4320000000000001,Tunisia,1929
1930-01-01,12.008,0.466,Tunisia,1930
1930-02-01,12.456,0.78,Tunisia,1930
1930-03-01,16.659000000000002,0.596,Tunisia,1930
1930-04-01,18.629,0.4,Tunisia,1930
1930-05-01,22.327,0.361,Tunisia,1930
1930-06-01,27.503,0.415,Tunisia,1930
1930-07-01,30.415,0.473,Tunisia,1930
1930-08-01,28.869,0.403,Tunisia,1930
1930-09-01,25.546,0.482,Tunisia,1930
1930-10-01,21.081000000000003,0.463,Tunisia,1930
1930-11-01,16.835,0.597,Tunisia,1930
1930-12-01,12.951,0.5820000000000001,Tunisia,1930
1931-01-01,11.416,0.564,Tunisia,1931
1931-02-01,10.238,0.563,Tunisia,1931
1931-03-01,17.84,0.601,Tunisia,1931
1931-04-01,19.199,0.398,Tunisia,1931
1931-05-01,22.59800000000001,0.716,Tunisia,1931
1931-06-01,29.166,0.508,Tunisia,1931
1931-07-01,31.118,0.411,Tunisia,1931
1931-08-01,31.648000000000003,0.408,Tunisia,1931
1931-09-01,26.799,0.682,Tunisia,1931
1931-10-01,21.748,0.35,Tunisia,1931
1931-11-01,17.48,0.564,Tunisia,1931
1931-12-01,11.097,0.914,Tunisia,1931
1932-01-01,10.77,0.413,Tunisia,1932
1932-02-01,11.696,0.667,Tunisia,1932
1932-03-01,16.246000000000002,0.636,Tunisia,1932
1932-04-01,18.71,0.281,Tunisia,1932
1932-05-01,23.295,0.307,Tunisia,1932
1932-06-01,27.268,0.555,Tunisia,1932
1932-07-01,29.415,0.713,Tunisia,1932
1932-08-01,28.468000000000004,0.362,Tunisia,1932
1932-09-01,27.92,0.481,Tunisia,1932
1932-10-01,22.504,0.39,Tunisia,1932
1932-11-01,15.944,0.45,Tunisia,1932
1932-12-01,13.724,0.306,Tunisia,1932
1933-01-01,10.433,0.42,Tunisia,1933
1933-02-01,12.681,0.36,Tunisia,1933
1933-03-01,14.961,0.366,Tunisia,1933
1933-04-01,18.427,0.456,Tunisia,1933
1933-05-01,23.201,0.636,Tunisia,1933
1933-06-01,26.281,0.852,Tunisia,1933
1933-07-01,28.897,0.408,Tunisia,1933
1933-08-01,28.538,0.336,Tunisia,1933
1933-09-01,26.705,0.5870000000000001,Tunisia,1933
1933-10-01,23.962000000000003,0.55,Tunisia,1933
1933-11-01,16.148,0.4270000000000001,Tunisia,1933
1933-12-01,11.568,0.439,Tunisia,1933
1934-01-01,9.588,0.261,Tunisia,1934
1934-02-01,11.306,0.456,Tunisia,1934
1934-03-01,13.699000000000002,0.584,Tunisia,1934
1934-04-01,18.884,0.614,Tunisia,1934
1934-05-01,21.777,0.546,Tunisia,1934
1934-06-01,27.32,0.357,Tunisia,1934
1934-07-01,29.823,0.573,Tunisia,1934
1934-08-01,30.144,0.5660000000000001,Tunisia,1934
1934-09-01,25.62,0.431,Tunisia,1934
1934-10-01,20.734,0.484,Tunisia,1934
1934-11-01,16.941,0.3229999999999999,Tunisia,1934
1934-12-01,13.081,0.544,Tunisia,1934
1935-01-01,8.420000000000002,0.5670000000000001,Tunisia,1935
1935-02-01,12.012,0.461,Tunisia,1935
1935-03-01,13.848,0.456,Tunisia,1935
1935-04-01,18.08,0.529,Tunisia,1935
1935-05-01,21.814,0.408,Tunisia,1935
1935-06-01,27.149,0.758,Tunisia,1935
1935-07-01,29.174,0.5479999999999999,Tunisia,1935
1935-08-01,30.091,0.529,Tunisia,1935
1935-09-01,26.457,0.5539999999999999,Tunisia,1935
1935-10-01,21.405,0.674,Tunisia,1935
1935-11-01,17.105999999999998,0.585,Tunisia,1935
1935-12-01,12.583,0.451,Tunisia,1935
1936-01-01,12.901,0.579,Tunisia,1936
1936-02-01,14.834,0.444,Tunisia,1936
1936-03-01,16.683,0.8079999999999999,Tunisia,1936
1936-04-01,19.279,0.305,Tunisia,1936
1936-05-01,20.813,0.474,Tunisia,1936
1936-06-01,25.895000000000003,0.265,Tunisia,1936
1936-07-01,29.381,0.366,Tunisia,1936
1936-08-01,27.927,0.409,Tunisia,1936
1936-09-01,26.003,0.494,Tunisia,1936
1936-10-01,19.934,0.371,Tunisia,1936
1936-11-01,14.934,0.452,Tunisia,1936
1936-12-01,10.727,0.5529999999999999,Tunisia,1936
1937-01-01,11.557,0.404,Tunisia,1937
1937-02-01,13.673,0.295,Tunisia,1937
1937-03-01,16.211000000000002,0.5820000000000001,Tunisia,1937
1937-04-01,18.235,0.384,Tunisia,1937
1937-05-01,21.773000000000003,0.508,Tunisia,1937
1937-06-01,28.833,0.448,Tunisia,1937
1937-07-01,28.787,0.337,Tunisia,1937
1937-08-01,29.872,0.363,Tunisia,1937
1937-09-01,26.99,0.335,Tunisia,1937
1937-10-01,22.445,0.413,Tunisia,1937
1937-11-01,18.02,0.648,Tunisia,1937
1937-12-01,10.563,0.6759999999999999,Tunisia,1937
1938-01-01,9.757,0.531,Tunisia,1938
1938-02-01,10.062,0.575,Tunisia,1938
1938-03-01,13.026,0.5760000000000001,Tunisia,1938
1938-04-01,15.885000000000002,0.574,Tunisia,1938
1938-05-01,21.461,0.434,Tunisia,1938
1938-06-01,26.791,0.536,Tunisia,1938
1938-07-01,28.974,0.7390000000000001,Tunisia,1938
1938-08-01,29.941,0.491,Tunisia,1938
1938-09-01,27.314,0.506,Tunisia,1938
1938-10-01,22.243,0.363,Tunisia,1938
1938-11-01,16.235,0.746,Tunisia,1938
1938-12-01,11.455,0.4270000000000001,Tunisia,1938
1939-01-01,11.845999999999998,0.402,Tunisia,1939
1939-02-01,12.955,0.303,Tunisia,1939
1939-03-01,13.239,0.635,Tunisia,1939
1939-04-01,17.408,0.453,Tunisia,1939
1939-05-01,19.948,0.787,Tunisia,1939
1939-06-01,25.503,0.731,Tunisia,1939
1939-07-01,30.868,0.985,Tunisia,1939
1939-08-01,29.647,0.528,Tunisia,1939
1939-09-01,26.319000000000003,0.434,Tunisia,1939
1939-10-01,23.424000000000003,0.974,Tunisia,1939
1939-11-01,16.719,0.5660000000000001,Tunisia,1939
1939-12-01,12.624,0.622,Tunisia,1939
1940-01-01,11.028,0.397,Tunisia,1940
1940-02-01,13.956,0.653,Tunisia,1940
1940-03-01,16.573,0.72,Tunisia,1940
1940-04-01,17.644000000000005,0.272,Tunisia,1940
1940-05-01,22.63000000000001,0.535,Tunisia,1940
1940-06-01,25.03700000000001,0.647,Tunisia,1940
1940-07-01,29.01,0.6629999999999999,Tunisia,1940
1940-08-01,28.133000000000003,0.48,Tunisia,1940
1940-09-01,26.098000000000003,0.433,Tunisia,1940
1940-10-01,21.943,0.327,Tunisia,1940
1940-11-01,15.618,0.318,Tunisia,1940
1940-12-01,9.168,0.583,Tunisia,1940
1941-01-01,11.034,0.397,Tunisia,1941
1941-02-01,14.003,1.272,Tunisia,1941
1941-03-01,16.455000000000002,0.601,Tunisia,1941
1941-04-01,18.43,0.378,Tunisia,1941
1941-05-01,21.658,0.902,Tunisia,1941
1941-06-01,26.247,0.417,Tunisia,1941
1941-07-01,30.073,0.447,Tunisia,1941
1941-08-01,30.177,0.403,Tunisia,1941
1941-09-01,24.714,0.7190000000000001,Tunisia,1941
1941-10-01,20.224,0.46,Tunisia,1941
1941-11-01,15.307,0.373,Tunisia,1941
1941-12-01,10.297,0.7759999999999999,Tunisia,1941
1942-01-01,8.937000000000003,0.644,Tunisia,1942
1942-02-01,10.76,0.376,Tunisia,1942
1942-03-01,16.449,0.5429999999999999,Tunisia,1942
1942-04-01,20.504,0.693,Tunisia,1942
1942-05-01,24.186,0.54,Tunisia,1942
1942-06-01,27.369,0.4920000000000001,Tunisia,1942
1942-07-01,29.206,0.477,Tunisia,1942
1942-08-01,28.87,0.328,Tunisia,1942
1942-09-01,26.541,0.365,Tunisia,1942
1942-10-01,22.746,0.39,Tunisia,1942
1942-11-01,16.842,0.4320000000000001,Tunisia,1942
1942-12-01,12.696,0.477,Tunisia,1942
1943-01-01,11.347,0.58,Tunisia,1943
1943-02-01,12.215,0.365,Tunisia,1943
1943-03-01,15.54,0.37,Tunisia,1943
1943-04-01,19.279,0.4270000000000001,Tunisia,1943
1943-05-01,22.795,0.494,Tunisia,1943
1943-06-01,26.337,0.449,Tunisia,1943
1943-07-01,31.03,0.888,Tunisia,1943
1943-08-01,29.323,0.338,Tunisia,1943
1943-09-01,27.987,0.444,Tunisia,1943
1943-10-01,22.06600000000001,0.407,Tunisia,1943
1943-11-01,15.201,0.4,Tunisia,1943
1943-12-01,12.873,0.478,Tunisia,1943
1944-01-01,9.654,0.305,Tunisia,1944
1944-02-01,10.436,0.415,Tunisia,1944
1944-03-01,12.871,0.268,Tunisia,1944
1944-04-01,19.259,0.362,Tunisia,1944
1944-05-01,24.139000000000006,0.47,Tunisia,1944
1944-06-01,26.667,0.547,Tunisia,1944
1944-07-01,30.289,0.334,Tunisia,1944
1944-08-01,30.51,0.216,Tunisia,1944
1944-09-01,26.873,0.286,Tunisia,1944
1944-10-01,21.056,0.361,Tunisia,1944
1944-11-01,16.044,0.309,Tunisia,1944
1944-12-01,10.727,0.23,Tunisia,1944
1945-01-01,8.506,0.644,Tunisia,1945
1945-02-01,11.484000000000002,0.287,Tunisia,1945
1945-03-01,14.505999999999998,0.369,Tunisia,1945
1945-04-01,20.427,0.669,Tunisia,1945
1945-05-01,24.773000000000003,0.8009999999999999,Tunisia,1945
1945-06-01,28.812,0.329,Tunisia,1945
1945-07-01,30.383000000000003,0.385,Tunisia,1945
1945-08-01,31.66,0.39,Tunisia,1945
1945-09-01,26.8,0.339,Tunisia,1945
1945-10-01,20.054,0.354,Tunisia,1945
1945-11-01,16.590999999999998,0.302,Tunisia,1945
1945-12-01,12.052,0.552,Tunisia,1945
1946-01-01,11.193,0.605,Tunisia,1946
1946-02-01,11.996,0.371,Tunisia,1946
1946-03-01,15.278,0.195,Tunisia,1946
1946-04-01,20.127,0.348,Tunisia,1946
1946-05-01,23.232,0.461,Tunisia,1946
1946-06-01,28.347,1.017,Tunisia,1946
1946-07-01,29.064,0.344,Tunisia,1946
1946-08-01,30.577,0.528,Tunisia,1946
1946-09-01,27.778,0.5,Tunisia,1946
1946-10-01,23.039,0.483,Tunisia,1946
1946-11-01,17.81,0.395,Tunisia,1946
1946-12-01,10.228,0.401,Tunisia,1946
1947-01-01,10.849,0.421,Tunisia,1947
1947-02-01,15.138,0.591,Tunisia,1947
1947-03-01,19.086,0.7659999999999999,Tunisia,1947
1947-04-01,17.977999999999998,0.406,Tunisia,1947
1947-05-01,22.869,0.442,Tunisia,1947
1947-06-01,27.81600000000001,0.628,Tunisia,1947
1947-07-01,30.385,0.378,Tunisia,1947
1947-08-01,30.557,0.316,Tunisia,1947
1947-09-01,27.706,0.464,Tunisia,1947
1947-10-01,22.064,0.484,Tunisia,1947
1947-11-01,16.387,0.527,Tunisia,1947
1947-12-01,10.779000000000002,0.32,Tunisia,1947
1948-01-01,11.907,0.7809999999999999,Tunisia,1948
1948-02-01,14.122,0.508,Tunisia,1948
1948-03-01,14.446,0.393,Tunisia,1948
1948-04-01,18.952,0.232,Tunisia,1948
1948-05-01,23.60100000000001,0.596,Tunisia,1948
1948-06-01,25.866,0.477,Tunisia,1948
1948-07-01,28.096,0.402,Tunisia,1948
1948-08-01,28.972,0.238,Tunisia,1948
1948-09-01,25.869,0.561,Tunisia,1948
1948-10-01,22.719,0.409,Tunisia,1948
1948-11-01,15.411,0.435,Tunisia,1948
1948-12-01,11.733,0.313,Tunisia,1948
1949-01-01,10.664,0.354,Tunisia,1949
1949-02-01,11.459,0.304,Tunisia,1949
1949-03-01,13.546,0.298,Tunisia,1949
1949-04-01,19.013,0.4,Tunisia,1949
1949-05-01,22.458,0.7879999999999999,Tunisia,1949
1949-06-01,27.978,0.424,Tunisia,1949
1949-07-01,29.162,0.691,Tunisia,1949
1949-08-01,28.309,0.738,Tunisia,1949
1949-09-01,27.496,0.339,Tunisia,1949
1949-10-01,21.645000000000003,0.451,Tunisia,1949
1949-11-01,16.377,0.327,Tunisia,1949
1949-12-01,13.645,0.328,Tunisia,1949
1950-01-01,10.336,0.351,Tunisia,1950
1950-02-01,12.556,0.335,Tunisia,1950
1950-03-01,14.21,0.419,Tunisia,1950
1950-04-01,17.384,0.384,Tunisia,1950
1950-05-01,23.203000000000003,0.38,Tunisia,1950
1950-06-01,28.388,0.268,Tunisia,1950
1950-07-01,30.112,0.55,Tunisia,1950
1950-08-01,29.984,0.295,Tunisia,1950
1950-09-01,27.089,0.407,Tunisia,1950
1950-10-01,21.282,0.444,Tunisia,1950
1950-11-01,15.89,0.371,Tunisia,1950
1950-12-01,11.027,0.335,Tunisia,1950
1951-01-01,10.306,0.7340000000000001,Tunisia,1951
1951-02-01,12.967,0.4970000000000001,Tunisia,1951
1951-03-01,16.311,0.573,Tunisia,1951
1951-04-01,18.796,0.7559999999999999,Tunisia,1951
1951-05-01,22.364,0.322,Tunisia,1951
1951-06-01,27.84800000000001,0.743,Tunisia,1951
1951-07-01,29.841,0.313,Tunisia,1951
1951-08-01,30.494,0.393,Tunisia,1951
1951-09-01,26.672,0.665,Tunisia,1951
1951-10-01,19.599,0.434,Tunisia,1951
1951-11-01,16.325,0.463,Tunisia,1951
1951-12-01,11.272,0.7959999999999999,Tunisia,1951
1952-01-01,9.355,0.3720000000000001,Tunisia,1952
1952-02-01,10.711,0.29,Tunisia,1952
1952-03-01,17.044,0.452,Tunisia,1952
1952-04-01,18.481,0.5589999999999999,Tunisia,1952
1952-05-01,22.303,0.324,Tunisia,1952
1952-06-01,29.959000000000003,0.42,Tunisia,1952
1952-07-01,31.07,0.49,Tunisia,1952
1952-08-01,30.75,0.322,Tunisia,1952
1952-09-01,28.167,0.38,Tunisia,1952
1952-10-01,22.957,0.348,Tunisia,1952
1952-11-01,15.922,0.408,Tunisia,1952
1952-12-01,11.83,0.4370000000000001,Tunisia,1952
1953-01-01,8.3,0.374,Tunisia,1953
1953-02-01,11.241,0.483,Tunisia,1953
1953-03-01,13.193,0.343,Tunisia,1953
1953-04-01,20.1,0.695,Tunisia,1953
1953-05-01,22.439,0.867,Tunisia,1953
1953-06-01,27.15,0.487,Tunisia,1953
1953-07-01,30.49,0.301,Tunisia,1953
1953-08-01,28.35,0.62,Tunisia,1953
1953-09-01,27.046,0.334,Tunisia,1953
1953-10-01,22.025,0.308,Tunisia,1953
1953-11-01,15.682,0.426,Tunisia,1953
1953-12-01,13.129,0.772,Tunisia,1953
1954-01-01,9.302,0.376,Tunisia,1954
1954-02-01,10.922,0.304,Tunisia,1954
1954-03-01,15.845999999999998,0.453,Tunisia,1954
1954-04-01,17.702,0.4270000000000001,Tunisia,1954
1954-05-01,21.882,0.456,Tunisia,1954
1954-06-01,28.295,0.518,Tunisia,1954
1954-07-01,28.177,0.5720000000000001,Tunisia,1954
1954-08-01,27.948,0.421,Tunisia,1954
1954-09-01,26.86,0.784,Tunisia,1954
1954-10-01,19.745,0.312,Tunisia,1954
1954-11-01,16.088,0.408,Tunisia,1954
1954-12-01,12.303,0.322,Tunisia,1954
1955-01-01,13.453,0.48,Tunisia,1955
1955-02-01,15.348,0.53,Tunisia,1955
1955-03-01,15.812,0.405,Tunisia,1955
1955-04-01,17.406000000000002,0.561,Tunisia,1955
1955-05-01,24.233,0.451,Tunisia,1955
1955-06-01,27.475,0.345,Tunisia,1955
1955-07-01,31.302,0.467,Tunisia,1955
1955-08-01,29.813,0.361,Tunisia,1955
1955-09-01,25.966,0.347,Tunisia,1955
1955-10-01,20.896,0.429,Tunisia,1955
1955-11-01,16.92,0.703,Tunisia,1955
1955-12-01,13.209,0.396,Tunisia,1955
1956-01-01,12.308,0.562,Tunisia,1956
1956-02-01,9.433,0.461,Tunisia,1956
1956-03-01,14.172,0.253,Tunisia,1956
1956-04-01,18.514,0.318,Tunisia,1956
1956-05-01,22.224,0.332,Tunisia,1956
1956-06-01,26.05,0.406,Tunisia,1956
1956-07-01,29.489,0.722,Tunisia,1956
1956-08-01,29.775,0.507,Tunisia,1956
1956-09-01,27.182,0.346,Tunisia,1956
1956-10-01,20.19,0.312,Tunisia,1956
1956-11-01,14.296,0.379,Tunisia,1956
1956-12-01,10.06,0.334,Tunisia,1956
1957-01-01,9.45,0.38,Tunisia,1957
1957-02-01,13.923,0.966,Tunisia,1957
1957-03-01,15.37,0.65,Tunisia,1957
1957-04-01,17.685000000000006,0.541,Tunisia,1957
1957-05-01,21.482,0.738,Tunisia,1957
1957-06-01,27.168000000000006,0.65,Tunisia,1957
1957-07-01,28.709,0.6,Tunisia,1957
1957-08-01,29.332,0.755,Tunisia,1957
1957-09-01,25.995,0.498,Tunisia,1957
1957-10-01,20.715000000000003,0.52,Tunisia,1957
1957-11-01,15.329,0.306,Tunisia,1957
1957-12-01,10.645,0.292,Tunisia,1957
1958-01-01,10.018,0.348,Tunisia,1958
1958-02-01,13.254,0.337,Tunisia,1958
1958-03-01,15.578,0.267,Tunisia,1958
1958-04-01,17.348000000000006,0.544,Tunisia,1958
1958-05-01,23.6,0.435,Tunisia,1958
1958-06-01,27.829,0.478,Tunisia,1958
1958-07-01,29.309,0.509,Tunisia,1958
1958-08-01,30.226,0.407,Tunisia,1958
1958-09-01,26.203000000000003,0.193,Tunisia,1958
1958-10-01,21.371,0.285,Tunisia,1958
1958-11-01,15.494000000000002,0.329,Tunisia,1958
1958-12-01,13.365,0.255,Tunisia,1958
1959-01-01,10.81,0.403,Tunisia,1959
1959-02-01,11.711,0.314,Tunisia,1959
1959-03-01,16.277,0.487,Tunisia,1959
1959-04-01,18.089,0.593,Tunisia,1959
1959-05-01,22.449,0.595,Tunisia,1959
1959-06-01,26.481,0.454,Tunisia,1959
1959-07-01,29.029,0.352,Tunisia,1959
1959-08-01,29.676,0.316,Tunisia,1959
1959-09-01,27.877,0.348,Tunisia,1959
1959-10-01,20.466,0.373,Tunisia,1959
1959-11-01,15.675,0.429,Tunisia,1959
1959-12-01,11.803,0.352,Tunisia,1959
1960-01-01,10.787,0.579,Tunisia,1960
1960-02-01,14.914,0.912,Tunisia,1960
1960-03-01,16.294,0.163,Tunisia,1960
1960-04-01,17.377000000000002,0.7879999999999999,Tunisia,1960
1960-05-01,23.37,0.6509999999999999,Tunisia,1960
1960-06-01,27.360000000000007,0.626,Tunisia,1960
1960-07-01,29.524,0.519,Tunisia,1960
1960-08-01,30.561,0.782,Tunisia,1960
1960-09-01,25.816,0.312,Tunisia,1960
1960-10-01,22.991,0.321,Tunisia,1960
1960-11-01,17.662,0.591,Tunisia,1960
1960-12-01,11.035,0.421,Tunisia,1960
1961-01-01,10.126,0.42,Tunisia,1961
1961-02-01,12.345999999999998,0.377,Tunisia,1961
1961-03-01,14.218,0.4920000000000001,Tunisia,1961
1961-04-01,19.84800000000001,0.324,Tunisia,1961
1961-05-01,24.381,0.391,Tunisia,1961
1961-06-01,26.929,0.688,Tunisia,1961
1961-07-01,29.678,0.407,Tunisia,1961
1961-08-01,28.505,0.433,Tunisia,1961
1961-09-01,26.525,0.63,Tunisia,1961
1961-10-01,21.148000000000003,0.329,Tunisia,1961
1961-11-01,18.045,0.63,Tunisia,1961
1961-12-01,12.845999999999998,0.354,Tunisia,1961
1962-01-01,11.743,0.376,Tunisia,1962
1962-02-01,11.069,0.515,Tunisia,1962
1962-03-01,15.727,0.468,Tunisia,1962
1962-04-01,18.765,0.3720000000000001,Tunisia,1962
1962-05-01,23.177,0.518,Tunisia,1962
1962-06-01,26.056,0.591,Tunisia,1962
1962-07-01,30.214,0.399,Tunisia,1962
1962-08-01,28.966,0.272,Tunisia,1962
1962-09-01,26.856,0.368,Tunisia,1962
1962-10-01,21.805000000000003,0.346,Tunisia,1962
1962-11-01,15.104,0.373,Tunisia,1962
1962-12-01,10.761,0.45,Tunisia,1962
1963-01-01,11.726,0.421,Tunisia,1963
1963-02-01,12.067,0.364,Tunisia,1963
1963-03-01,14.386,0.21,Tunisia,1963
1963-04-01,18.424,0.298,Tunisia,1963
1963-05-01,20.49,0.547,Tunisia,1963
1963-06-01,26.759,0.446,Tunisia,1963
1963-07-01,30.459,0.435,Tunisia,1963
1963-08-01,30.252,0.48,Tunisia,1963
1963-09-01,26.53,0.337,Tunisia,1963
1963-10-01,19.379,0.467,Tunisia,1963
1963-11-01,17.887,0.339,Tunisia,1963
1963-12-01,14.351,0.405,Tunisia,1963
1964-01-01,10.188,0.403,Tunisia,1964
1964-02-01,12.957,0.283,Tunisia,1964
1964-03-01,16.901,0.302,Tunisia,1964
1964-04-01,17.887,0.301,Tunisia,1964
1964-05-01,23.192,0.471,Tunisia,1964
1964-06-01,27.661,0.395,Tunisia,1964
1964-07-01,29.112,0.405,Tunisia,1964
1964-08-01,29.574,0.5329999999999999,Tunisia,1964
1964-09-01,25.6,0.369,Tunisia,1964
1964-10-01,20.884,0.539,Tunisia,1964
1964-11-01,15.939,0.1669999999999999,Tunisia,1964
1964-12-01,11.258,0.227,Tunisia,1964
1965-01-01,10.591,0.33,Tunisia,1965
1965-02-01,10.717,0.547,Tunisia,1965
1965-03-01,15.072,0.369,Tunisia,1965
1965-04-01,17.059,0.291,Tunisia,1965
1965-05-01,21.898000000000003,0.649,Tunisia,1965
1965-06-01,26.542,0.462,Tunisia,1965
1965-07-01,31.458,0.476,Tunisia,1965
1965-08-01,28.99,0.25,Tunisia,1965
1965-09-01,25.525,0.397,Tunisia,1965
1965-10-01,22.469,0.324,Tunisia,1965
1965-11-01,16.673000000000002,0.523,Tunisia,1965
1965-12-01,12.68,0.327,Tunisia,1965
1966-01-01,12.374,0.493,Tunisia,1966
1966-02-01,15.193,0.314,Tunisia,1966
1966-03-01,13.775,0.327,Tunisia,1966
1966-04-01,18.892,0.282,Tunisia,1966
1966-05-01,21.811,0.246,Tunisia,1966
1966-06-01,27.66,0.319,Tunisia,1966
1966-07-01,29.506,0.226,Tunisia,1966
1966-08-01,30.205,0.379,Tunisia,1966
1966-09-01,25.889,0.199,Tunisia,1966
1966-10-01,22.058000000000003,0.339,Tunisia,1966
1966-11-01,14.722,0.234,Tunisia,1966
1966-12-01,10.589,0.312,Tunisia,1966
1967-01-01,9.764,0.336,Tunisia,1967
1967-02-01,12.671,0.291,Tunisia,1967
1967-03-01,15.118,0.293,Tunisia,1967
1967-04-01,18.46,0.257,Tunisia,1967
1967-05-01,23.374,0.266,Tunisia,1967
1967-06-01,25.252,0.403,Tunisia,1967
1967-07-01,28.97,0.331,Tunisia,1967
1967-08-01,30.114,0.272,Tunisia,1967
1967-09-01,26.099,0.384,Tunisia,1967
1967-10-01,21.917,0.222,Tunisia,1967
1967-11-01,17.394000000000002,0.24,Tunisia,1967
1967-12-01,10.221,0.278,Tunisia,1967
1968-01-01,9.763000000000002,0.287,Tunisia,1968
1968-02-01,13.525,0.311,Tunisia,1968
1968-03-01,15.094,0.36,Tunisia,1968
1968-04-01,19.506,0.264,Tunisia,1968
1968-05-01,23.591,0.17,Tunisia,1968
1968-06-01,26.145000000000003,0.357,Tunisia,1968
1968-07-01,29.643,0.462,Tunisia,1968
1968-08-01,29.748,0.2,Tunisia,1968
1968-09-01,26.447,0.17,Tunisia,1968
1968-10-01,20.512,0.412,Tunisia,1968
1968-11-01,16.773,0.233,Tunisia,1968
1968-12-01,12.265,0.313,Tunisia,1968
1969-01-01,11.073,0.311,Tunisia,1969
1969-02-01,13.225,0.397,Tunisia,1969
1969-03-01,16.508,0.286,Tunisia,1969
1969-04-01,18.086,0.297,Tunisia,1969
1969-05-01,24.032,0.445,Tunisia,1969
1969-06-01,26.433000000000003,0.293,Tunisia,1969
1969-07-01,27.814,0.399,Tunisia,1969
1969-08-01,29.061,0.353,Tunisia,1969
1969-09-01,26.149,0.385,Tunisia,1969
1969-10-01,20.415000000000006,0.258,Tunisia,1969
1969-11-01,17.179000000000002,0.43,Tunisia,1969
1969-12-01,9.98,0.277,Tunisia,1969
1970-01-01,12.804,0.353,Tunisia,1970
